Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
1751;Nathaniel Phillips;ENG;DF;Liverpool;Premier League;25;1997;2;1;66;0.7;0;1.43;0;0;0;0;10.8;0;0;0;101.4;117.1;86.6;1948.6;860;45.7;48.6;94.1;38.6;41.4;93.1;12.9;20;64.3;0;0;10;0;0;5.71;117.1;114.3;2.86;2.86;0;0;2.86;0;0;0;0;0;0;0;0;0;0;0;0;0;101.4;0;0;0;0;1.43;1.43;0;0;0;0;0;0;0;0;0;0;0;0;2.86;1.43;0;2.86;0;2.86;2.86;100;0;0;0;0;0;0;0;0;0;0;0;2.86;5.71;1.43;0;125.7;4.29;37.1;88.6;2.86;1.43;125.7;0;0;0;0;0;0;0;0;0;0;0;2.86;0;85.7;0;0;0;0;0;0;1.43;0;0;0;1.43;0;0;0;20;5.71;0;100
1752;Krzysztof Pi?tek;POL;FW;Salernitana;Serie A;27;1995;11;8;674;7.5;0.4;2.67;1.07;40;0.1;0.25;14.3;0;0.13;0.13;17.3;22.8;76;243.5;26.9;10.4;12.5;83;4.8;6.13;78.3;1.07;1.73;61.5;0.13;0.93;0.8;0.4;0;0.67;22.8;20.4;2.27;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0.13;0;17.3;0.13;0;0;0.4;1.73;1.47;0;0;0.27;0;0;0.27;0.13;0;0;0.13;0;0;0.53;0.4;0;0.27;0.27;0.13;0.67;20;0.53;0;0;0;0;0;0;0;0.13;0;0.13;0;0.53;1.87;0;35.1;1.73;4.27;15.9;15.1;3.73;34.9;0;0.67;0;0;0;0;0;0;0;0;0;3.6;1.2;24.5;5.6;0;0;0.27;0;0;1.47;1.07;1.33;0.8;0.4;0;0;0;2.53;2.67;3.73;41.7
1753;Roberto Piccoli;ITA;FW;Hellas Verona;Serie A;21;2001;4;2;159;1.8;0;2.22;1.11;50;0;0;12.7;0;0;0;3.89;7.22;53.8;63.3;20;2.22;2.78;80;1.11;1.67;66.7;0.56;2.22;25;0;0.56;0.56;0;0;0;7.22;6.11;0.56;0;0;0;0;1.11;0;0;0;0;0;0;0;0;0;0;0;0;3.89;0.56;0;0;0;0.56;0;0;0;0.56;0;0;0;0;0;0;0;0;0;0.56;0;0.56;0;0;0;0.56;0;0.56;0;0;0;0;0;0;0;0.56;0;0.56;0;0.56;0.56;0;17.8;1.11;2.78;3.33;11.7;4.44;17.8;0.56;0.56;100;0;0;0;0;0;0;0;0;2.22;1.11;12.2;2.22;0;0;0;0;0;0.56;1.67;1.67;1.11;0;0;0;0;2.22;0;4.44;0
1754;Charles Pickel;SUI;MF;Cremonese;Serie A;25;1997;14;12;1008;11.2;0.09;1.34;0.45;33.3;0.07;0.2;15.2;0;0;0;28.8;35.4;81.4;449.2;137.1;15.6;18.2;85.8;10.1;11.4;88.3;2.14;3.48;61.5;0;0.8;3.93;0.36;0;3.21;35.4;34.7;0.63;0.18;0;0;0;0.27;0;0;0;0;0;0;0;0;0;0;0.18;0;28.8;0.09;0;0;0.8;2.14;2.05;0;0;0.09;0;0;0;0;0;0;0;0;0;1.88;0.63;0.71;0.89;0.27;0.8;1.25;64.3;0.45;0;0;0;0;0;0;0;1.52;0.27;1.25;0.63;2.5;0.8;0;44.6;1.61;9.29;24.6;11;2.32;44.6;0;0.27;0;0;0;0;0;0;0;0;0;0.8;0.98;26.9;2.05;0;0;0.27;0;0;1.16;0.63;0.27;0.27;0.63;0;0;0;6.07;1.34;2.05;39.5
1755;Jordan Pickford;ENG;GK;Everton;Premier League;28;1994;14;14;1260;14;0;0;0;0;0;0;0;0;0;0;22.6;36.7;61.5;714.9;536.6;6;6;100;6.64;6.64;100;9.64;23.6;40.9;0.07;0.14;1.5;0.07;0;0.07;36.7;24.1;12.5;3.14;0.07;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;22.6;0.14;0;0;0.07;0.29;0.14;0.14;0;0;0;0;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0.14;0.79;0.14;40.7;30.4;39.9;0.86;0;0;40.7;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;16.7;0;0;0;0.21;0;0;0.07;0;0;0;0;0;0.07;0;0.86;0.21;0.21;50
1756;Amos Pieper;GER;DF;Werder Bremen;Bundesliga;24;1998;14;13;1102;12.2;0;0.57;0.08;14.3;0;0;13;0;0;0;41.6;53.7;77.6;854.8;325.9;12.1;14.9;81.3;22.3;25.7;86.9;6.89;11.7;58.7;0.08;0.16;3.44;0.49;0.16;3.03;53.7;51.5;1.97;1.31;0;0;0.66;0.66;0;0;0;0;0;0;0;0;0;0;0.66;0;41.6;0.25;0;0;0.25;0.82;0.57;0;0;0.08;0;0.16;0.08;0.08;0;0;0;0;0;1.97;1.23;1.15;0.74;0.08;0.82;1.23;66.7;0.41;0;0;0;0;0;0;0;1.31;0.66;0.66;1.39;3.36;4.67;0;65.1;6.8;31.9;30.7;2.79;0.9;65.1;0.08;0.08;100;0;0;0;0;0;0;0;0;0.57;0.16;38;0.08;0;0;0.49;0;0;0.98;0.49;0.08;0.66;1.23;0;0.08;0;6.89;2.46;0.9;73.2
1757;Ronaël Pierre-Gabriel;FRA;DF;Strasbourg;Ligue 1;24;1998;13;7;635;7.1;0;0.42;0.28;66.7;0;0;14.6;0;0;0;38;48.7;78;620.7;231.3;18.5;21.7;85.1;16.5;19.9;83;1.83;3.94;46.4;0.14;0.56;3.66;0.42;0.42;2.39;48.7;39.4;9.3;1.13;0;0;0.14;2.68;0;0;0;0;0;0;0;0;0;0;8.17;0;38;0;0;0;1.27;1.97;1.13;0.42;0.14;0.14;0.14;0;0.14;0.14;0;0;0;0;0;3.38;2.54;1.55;1.55;0.28;1.97;2.25;87.5;0.28;0;0;0;0;0;0;0;2.11;0.42;1.69;1.27;4.65;3.1;0;61.1;4.93;18.5;28.3;14.9;1.27;61.1;1.55;2.25;68.8;0;0;0;0;0;0;0;0;1.13;0.7;33.4;2.39;0;0;0.42;0;0;1.69;0.99;0.28;2.68;2.54;0;0;0;5.49;0.99;0.99;50
1758;Andrea Pinamonti;ITA;FW;Sassuolo;Serie A;23;1999;15;14;1157;12.9;0.23;2.64;0.78;29.4;0.06;0.2;16.4;0;0.08;0.08;11.9;19.1;62.3;144.1;23.1;8.37;11.3;74;2.25;4.65;48.3;0.39;0.93;41.7;0;0.7;0.54;0.85;0.16;0.85;19.1;16.9;2.25;0;0.08;0;0.08;0.54;0;0;0;0;0;0;0;0;0;0;0;0;11.9;0;0;0;0.85;2.02;1.4;0;0.08;0.23;0.31;0;0;0;0;0;0;0;0;0.39;0.31;0;0.16;0.23;0.16;0.31;50;0.16;0;0;0;0;0;0;0;0.78;0.08;0.7;0.08;0.47;0.39;0;28.7;0.39;0.85;13.4;14.9;4.73;28.6;0.62;1.55;40;0;0;0;0;0;0;0;0;2.02;2.33;21;6.12;0;0;0.16;0;0;0.7;1.09;0.31;0.54;0.31;0;0;0;1.4;1.55;3.8;29
1759;Ethan Pinnock;JAM;DF;Brentford;Premier League;29;1993;7;7;630;7;0;0.29;0;0;0;0;12.3;0;0;0;31;40.9;75.9;559.1;223.1;12.9;15.1;84.9;14.1;16.6;85.3;3.29;7.14;46;0;0.29;2.43;0;0;1.57;40.9;35.9;4.71;0.86;0;0;0.14;0.14;0;0;0;0;0;0;0;0;0;0;3.86;0;31;0.29;0;0;0.29;0.43;0.14;0.29;0;0;0;0;0.14;0.14;0;0;0;0;0;0.57;0.43;0.29;0.29;0;0.14;0.29;50;0.14;0;0;0;0;0;0;0;1;0.86;0.14;1;1.57;8;0.14;53.1;11.1;32.3;18;3.14;1.43;53.1;0.14;0.14;100;0;0;0;0;0;0;0;0;0;0.57;24.7;0.14;0;0;0;0;0;0.29;0.43;0;0.14;0.43;0;0;0.14;3.86;3.86;1.71;69.2
1760;Yeremi Pino;ESP;MFFW;Villarreal;La Liga;20;2002;13;9;697;7.7;0.13;1.69;0.65;38.5;0.08;0.2;13.8;0;0;0;24.2;31.6;76.5;336.6;66;15.1;17.5;85.9;7.14;9.22;77.5;1.04;1.95;53.3;0.13;1.04;0.91;0.91;0.26;1.56;31.6;30.9;0.39;0;0;0;0;1.56;0.13;0;0;0;0;0;0;0;0;0;0.26;0;24.2;0.26;0;0;0.91;1.69;1.43;0;0;0.26;0;0;0.13;0.13;0;0;0;0;0;2.47;1.69;1.43;0.78;0.26;1.04;2.47;42.1;1.43;0;0;0;0;0;0;0;1.04;0.13;0.91;0.78;3.25;1.95;0;44;1.43;8.05;18.3;18.1;4.55;44;1.56;3.12;50;0;0;0;0;0;0;0;0;1.69;1.82;30.6;6.36;0;0;0.26;0;0;2.99;2.21;0.52;1.56;1.69;0;0;0;4.81;1.17;2.08;36
1761;Gerard Piqué;ESP;DF;Barcelona;La Liga;35;1987;6;4;384;4.3;0;0.7;0;0;0;0;8.9;0;0;0;82.1;89.5;91.7;1715.1;527.4;23.7;26;91.1;44.9;46.3;97;13;15.3;84.8;0;0.23;10.9;0;0;4.65;89.5;86.5;2.56;1.4;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;82.1;0.47;0;0;0.47;1.16;1.16;0;0;0;0;0;0;0;0;0;0;0;0;1.16;0.93;0.23;0.93;0;0.93;0.93;100;0;0;0;0;0;0;0;0;0.47;0.23;0.23;0.47;1.63;4.42;0;98.4;8.6;29.1;67.4;2.09;1.16;98.4;0.23;0.23;100;0;0;0;0;0;0;0;0;0.47;0.23;74.7;0;0;0;0.47;0.23;0;1.63;0.47;0;0;0.93;0;0;0;6.05;4.65;1.4;76.9
1762;Lorenzo Pirola;ITA;DF;Salernitana;Serie A;20;2002;6;4;400;4.4;0;0.23;0;0;0;0;10.3;0;0;0;33.6;43.2;77.9;598;195.9;14.5;16.6;87.7;15.9;18.6;85.4;2.73;5.45;50;0;0;2.73;0.23;0;1.14;43.2;40.9;1.82;1.59;0;0;0.23;0;0;0;0;0;0;0;0;0;0;0;0.23;0;33.6;0.45;0;0;1.14;0.45;0.45;0;0;0;0;0;0.23;0.23;0;0;0;0;0;2.95;2.05;2.05;0.91;0;1.82;2.05;88.9;0.23;0;0;0;0;0;0;0;2.05;1.59;0.45;1.82;4.77;3.86;0;55.9;6.82;30.7;22.7;2.5;0.23;55.9;0;0.45;0;0;0;0;0;0;0;0;0;0.45;0;34.1;0.23;0;0;0;0;0;0.91;0.45;0;0;2.05;0;0;0;1.36;1.36;2.05;40
1763;Marko Pjaca;CRO;MFFW;Empoli;Serie A;27;1995;7;5;348;3.9;0;2.82;0.51;18.2;0;0;18.5;0;0;0;29.7;38.7;76.8;495.4;106.2;14.1;17.7;79.7;11.3;14.4;78.6;3.08;4.62;66.7;0;2.05;2.82;1.28;0.77;1.28;38.7;33.6;5.13;0.77;0;0;0;3.85;3.08;1.28;1.03;0;0;0;0;0;0;0;0;0;29.7;0;0;0;0.77;4.1;2.56;0.51;0.26;0.51;0.26;0;0.26;0.26;0;0;0;0;0;0.51;0.26;0.26;0.26;0;0.51;1.03;50;0.51;0;0;0;0;0;0;0;0.26;0;0.26;0;0.51;0;0;49;0.26;4.36;23.6;21;2.82;49;1.28;3.85;33.3;0;0;0;0;0;0;0;0;2.31;2.05;36.9;4.1;0;0;0;0;0;0;0.77;0.26;3.85;0.26;0;0;0;3.59;1.03;1.28;44.4
1764;Óscar Plano;ESP;FWMF;Valladolid;La Liga;31;1991;14;8;829;9.2;0.11;1.52;0.43;28.6;0.07;0.25;17.6;0;0;0;18.9;25.7;73.7;298.3;81.7;9.89;12.8;77.1;6.09;7.83;77.8;1.63;2.61;62.5;0.11;0.76;2.72;0.87;0.22;2.07;25.7;25;0.43;0.22;0.33;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;18.9;0.22;0;0;0.22;2.83;2.39;0;0;0.11;0.33;0;0.54;0.33;0;0;0.11;0.11;0;1.74;1.09;0.43;0.54;0.76;0.43;0.87;50;0.43;0;0;0;0;0;0;0;0.98;0.11;0.87;1.3;3.04;0.98;0;37;1.52;6.74;17.1;13.7;1.74;37;0.33;0.76;42.9;0;0;0;0;0;0;0;0;2.17;1.3;23.3;4.57;0;0;0.11;0;0;0.98;2.61;0.33;1.2;1.09;0.11;0;0;4.78;1.41;2.17;39.4
1765;Gonzalo Plata;ECU;FWMF;Valladolid;La Liga;22;2000;10;6;592;6.6;0;1.67;0.91;54.5;0;0;16.3;0;0;0;24.5;31.7;77.5;299.8;55.3;16.4;19.1;85.7;6.06;7.58;80;0.61;0.91;66.7;0.3;1.67;0.45;0.91;0.15;1.36;31.7;30.5;1.06;0;0.15;0;0;0.91;0;0;0;0;0;0;0;0;0;0;1.06;0;24.5;0.15;0;0;1.67;4.55;3.33;0.15;0.45;0;0.45;0.15;0.61;0.61;0;0;0;0;0;1.82;1.21;0.91;0.61;0.3;0.61;1.52;40;0.91;0;0;0;0;0;0;0;0.76;0;0.76;0.61;2.42;0.3;0;45.3;0.45;6.97;16.8;22.4;4.09;45.3;2.73;6.21;43.9;0;0;0;0;0;0;0;0;2.73;1.36;32.6;6.21;0;0;0;0;0;0.61;1.67;0.15;0.91;1.21;0.15;0;0;4.39;0.3;1.67;15.4
1766;Marvin Plattenhardt;GER;DF;Hertha BSC;Bundesliga;30;1992;13;13;996;11.1;0;0.27;0.09;33.3;0;0;30.5;0.18;0;0;34.1;50.5;67.5;584.9;298.5;16.8;18.5;91.2;13;18.9;68.6;3.51;10.3;34.2;0.18;1.53;1.89;0.36;0.27;3.24;50.5;34;16.3;3.06;0;0;0.45;6.67;2.79;1.26;1.17;0;0;0;0;0;0;0;10.5;0;34.1;0.18;0;0;0.81;2.79;0.99;1.53;0.09;0;0.18;0;0.45;0.27;0.09;0.09;0;0;0;2.07;1.44;1.35;0.63;0.09;1.53;2.43;63;0.9;0;0;0;0;0;0;0;0.99;0.36;0.63;0.63;2.7;2.43;0;59.2;2.88;16.4;27.7;15.6;0.54;59.2;0.18;0.99;18.2;0;0;0;0;0;0;0;0;0.81;0.54;27;0.99;0;0;0.18;0;0;0.99;1.71;0.09;6.67;1.44;0;0;0;4.5;0.54;0.63;46.2
1767;Alassane Pléa;FRA;FW;M'Gladbach;Bundesliga;29;1993;11;10;825;9.2;0.22;1.52;0.65;42.9;0.07;0.17;19.9;0.11;0.11;0.11;27;39.7;67.9;439;185.8;14.2;17;84;8.04;12.4;64.9;2.93;5.87;50;0.76;2.17;4.89;2.17;0.43;4.78;39.7;38.2;1.3;0.54;0.98;0;0.22;2.72;0;0;0;0;0;0;0;0;0;0;0.76;0;27;0.22;0;0;1.96;3.91;3.48;0.11;0.11;0;0.11;0.11;0.98;0.87;0;0.11;0;0;0;0.65;0.22;0.22;0.33;0.11;0.22;0.98;22.2;0.76;0;0;0;0;0;0;0;1.09;0.11;0.98;0.98;1.63;1.09;0;50.1;1.09;5.11;24.8;20.8;2.93;50;0.87;1.85;47.1;0;0;0;0;0;0;0;0;2.5;1.2;39.3;6.63;0;0;0.22;0;0;1.3;1.63;0;2.72;0.22;0;0;0;4.35;0.65;0.87;42.9
1768;Tommaso Pobega;ITA;MF;Milan;Serie A;23;1999;9;5;446;5;0;1.4;0.2;14.3;0;0;19.2;0;0;0;27;35.8;75.4;466;98.2;12;15;80;11.6;13.6;85.3;2.8;5;56;0;0.6;2.6;0.6;0;2;35.8;35;0.8;0.6;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;1.2;3;2.2;0;0.2;0.2;0.2;0.2;0.2;0.2;0;0;0;0;0;2.4;1.2;0.4;1.6;0.4;0.8;1.6;50;0.8;0;0;0;0;0;0;0;1.2;0.4;0.8;1.2;3.6;1;0;44;1;9.6;24;10.4;1.4;44;0.4;0.6;66.7;0;0;0;0;0;0;0;0;1.2;0.6;25.8;2;0;0;0.2;0;0;3;0.8;0;0.2;1.2;0;0;0;5;1;1.8;35.7
1769;Daniel Podence;POR;FWMF;Wolves;Premier League;27;1995;15;12;1020;11.3;0.18;2.12;0.8;37.5;0.08;0.22;17.6;0;0;0;22.3;33.1;67.4;363.6;110.9;12.1;15.8;77;6.81;10.4;65.3;2.39;3.98;60;0;2.04;1.68;2.04;0.44;4.42;33.1;30.6;2.21;0.27;0.53;0;0.44;1.95;0.71;0.18;0.35;0;0;0;0;0;0;0;0.71;0;22.3;0.27;0;0;1.06;3.72;2.74;0.27;0.09;0.53;0;0.09;0;0;0;0;0;0;0;1.24;0.88;0.71;0.35;0.18;0.18;1.06;16.7;0.88;0;0;0;0;0;0;0;1.06;0;1.06;0.27;1.5;0.35;0;44.2;0.44;5.58;16.5;22.9;3.89;44.2;0.88;2.83;31.3;0;0;0;0;0;0;0;0;2.57;1.95;32.2;5.84;0;0;0.27;0;0;1.33;1.5;0.09;1.95;0.88;0;0;0;4.42;0.44;0.62;41.7
1770;Joel Pohjanpalo;FIN;FWMF;Leverkusen;Bundesliga;28;1994;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0
1771;Matteo Politano;ITA;FW;Napoli;Serie A;29;1993;14;7;607;6.7;0.45;2.69;0.45;16.7;0.06;0.33;19.4;1.50E-01;0.3;0.3;34.5;47;73.3;535.1;183.1;20.6;22.7;90.8;9.85;13;75.9;2.84;6.72E+00;42.2;0.45;3.13;1.79;2.39;0.3;3.43;47;4.25E+01;4.33;0.9;0.15;0;0.9;4.93;2.09;1.19;0.3;0;0;0;0;0;0;0;1.34;0;34.5;0.15;0;0;2.09;6.57;4.18;0.75;1.04;0.45;0.15;0;0.6;0.45;0;0;0.15;0;0;2.09;1.04;1.04E+00;0.45;0.6;1.04;1.94;53.8;0.9;0;0;0;0;0;0;0;0.3;0;0.3;0.75;2.84;0.75;0;60.1;0.75;8.21;20.1;32.7;4.78;5.99E+01;2.24;4.78;46.9;0;0;0;0;0;0;0;0;2.84;1.64;44.6;5.67;0;0.00E+00;0.15;0;0;0.9;1.64;0.15;4.93;1.04;0;0;0;5.37;0.45;0.3;60
1772;Sebastian Polter;GER;FWMF;Schalke 04;Bundesliga;31;1991;14;4;465;5.2;0.19;1.15;0.77;66.7;0.17;0.25;11.2;0;0;0;12.1;22.3;54.3;159.6;36;7.12;11.3;62.7;3.65;6.35;57.6;0.19;0.77;25;0.38;0.96;0.58;0.58;0;0.58;22.3;20;1.35;0;0;0;0.19;0.38;0;0;0;0;0;0;0;0;0;0;0;0;12.1;0.96;0;0;0.58;1.92;1.54;0;0;0.19;0.19;0;0.58;0.38;0;0;0;0.19;0;0.77;0.58;0;0.77;0;0.19;0.58;33.3;0.38;0;0;0;0;0;0;0;0.58;0;0.58;0;0.77;1.15;0;32.7;1.54;4.04;15.2;14;5.96;32.7;0.38;0.77;50;0;0;0;0;0;0;0;0;4.23;1.73;22.7;5.58;0;0;0.38;0;0;3.65;1.35;0.38;0.38;0.58;0;0;0;3.85;5;4.23;54.2
1773;Ezequiel Ponce;ARG;FW;Elche;La Liga;25;1997;13;4;512;5.7;0.35;2.11;0.88;41.7;0.17;0.4;12.5;0;0;0;14.7;20.5;71.8;188.1;26.7;10.2;11.9;85.3;2.28;3.16;72.2;1.05;1.75;60;0;0.7;1.4;0.35;0;0.7;20.5;19.6;0.53;0;0.18;0;0.18;0.18;0;0;0;0;0;0;0;0;0;0;0;0;14.7;0.35;0;0;0.7;0.88;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0.88;0.7;0;0.53;0.35;0;0.35;0;0.35;0;0;0;0;0;0;0;0.53;0.18;0.35;0;0.88;1.58;0;32.1;1.93;3.86;15.8;13;4.04;32.1;0.35;1.4;25;0;0;0;0;0;0;0;0;2.63;2.98;23.9;5.09;0;0;0.35;0;0;3.16;0.53;0.7;0.18;0.7;0;0;0;2.28;2.81;3.33;45.7
1774;Julien Ponceau;FRA;MF;Lorient;Ligue 1;21;2000;12;9;770;8.6;0;0.81;0.12;14.3;0;0;22.4;0;0;0;35.7;43.5;82.1;548;174.7;18.5;21.4;86.4;12.8;14.8;86.6;2.33;3.49;66.7;0.23;1.63;3.72;0.7;0;3.84;43.5;41.7;1.51;0.58;0.12;0;0.12;0.7;0;0;0;0;0;0;0;0;0;0;0.23;0;35.7;0.23;0;0;1.28;2.79;2.44;0;0.12;0;0.23;0;0.23;0.23;0;0;0;0;0;1.86;1.28;0.7;0.93;0.23;0.81;1.4;58.3;0.58;0;0;0;0;0;0;0;1.28;0.12;1.16;0.81;2.67;0.47;0;52.2;1.28;7.91;26.4;18.7;2.56;52.2;0.35;1.4;25;0;0;0;0;0;0;0;0;2.21;1.05;37.2;4.53;0;0;0.12;0;0;1.28;1.63;0.12;0.7;1.28;0;0;0;5.93;0.12;1.05;10
1775;Marin Pongra?i?;CRO;DF;Lecce;Serie A;25;1997;9;9;790;8.8;0;0.11;0;0;0;0;16.5;0;0;0;33.6;41;82;725.9;263;8.3;10.7;77.7;19.4;22.2;87.7;5.34;7.16;74.6;0;0.23;1.82;0.23;0;1.59;41;36.8;4.2;4.2;0;0;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;33.6;0;0;0;0.11;0.68;0.45;0.11;0;0;0;0.11;0;0;0;0;0;0;0;1.82;1.59;0.91;0.8;0.11;0.57;0.68;83.3;0.11;0;0;0;0;0;0;0;0.45;0.34;0.11;1.82;3.64;3.52;0;49.5;5.45;26.5;22.8;1.25;0.45;49.5;0.23;0.23;100;0;0;0;0;0;0;0;0;0.57;0;23.9;0.11;0;0;0.23;0;0;1.7;0;0;0;1.59;0;0;0;6.7;1.02;1.14;47.4
1776;Nick Pope;ENG;GK;Newcastle Utd;Premier League;30;1992;15;15;1350;15;0;0;0;0;0;0;0;0;0;0;16.7;25.6;65.1;470;331.5;3.27;3.27;100;7.6;7.87;96.6;5.67;14.3;39.5;0;0;0.53;0;0;0;25.6;18;7.6;2.33;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;16.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13;0;0.13;0;0;0;0;0;0;0;0;0;0;0;0;0.87;0.07;28.3;23.7;28.1;0.2;0;0;28.3;0;0;0;0;0;0;0;0;0;0;0;0;0;9.2;0;0;0;0.13;0;0;0;0;0;0;0;0;0;0;0.8;0.07;0;100
1777;?ukasz Por?ba;POL;MF;Lens;Ligue 1;22;2000;4;3;202;2.2;0;1.36;0;0;0;0;17.1;0;0;0;36.4;44.1;82.5;555.9;176.4;17.3;20;86.4;13.6;16.4;83.3;2.73;4.55;60;0.45;1.36;3.64;1.82;0.45;5;44.1;43.6;0.45;0.45;0;0;0;2.27;0;0;0;0;0;0;0;0;0;0;0;0;36.4;0;0;0;0;2.73;2.27;0;0;0;0;0.45;0.91;0.45;0;0;0;0;0.45;1.36;0.91;0.45;0.45;0.45;0.91;0.91;100;0;0;0;0;0;0;0;0;0.91;0;0.91;0.91;2.27;0.91;0;51.4;1.36;5.45;26.4;19.5;0.45;51.4;0.45;0.91;50;0;0;0;0;0;0;0;0;2.27;0.45;38.6;6.82;0;0;0.45;0;0;2.73;0.45;0;2.27;0.91;0;0;0;3.18;0.91;0.45;66.7
1778;Jackson Porozo;ECU;DF;Troyes;Ligue 1;22;2000;11;11;958;10.6;0.19;1.6;0.66;41.2;0.12;0.29;11.9;0;0;0;28.6;35.1;81.5;510.6;177.5;11.4;13.1;87.1;15.3;17.3;88.5;1.32;3.58;36.8;0;0.09;1.32;0.09;0;0.85;35.1;33.6;1.51;1.23;0;0;0.09;0.28;0;0;0;0;0;0;0;0;0;0;0.28;0;28.6;0;0;0;0.47;0.85;0.66;0;0;0.09;0;0.09;0;0;0;0;0;0;0;1.79;0.85;1.32;0.38;0.09;0.85;1.79;47.4;0.94;0;0;0;0;0;0;0;1.04;0.75;0.28;1.89;3.68;4.34;0;47.5;7.08;26.9;17.6;3.4;1.7;47.5;0.57;0.75;75;0;0;0;0;0;0;0;0;0.38;0.28;28.4;0.28;0;0;0.19;0;0;1.51;1.04;0.09;0.28;0.85;0;0;0;3.68;2.74;1.42;65.9
1779;Francisco Portillo;ESP;MFFW;Almería;La Liga;32;1990;10;1;201;2.2;0;0;0;0;0;0;0;0;0;0;50.9;63.6;80;788.6;313.6;27.7;32.7;84.7;17.7;20.9;84.8;4.09;6.36;64.3;0;0.45;9.09;3.18;0.45;10.5;63.6;60;3.18;0.45;0.91;0;0;1.82;1.36;0;0.45;0;0;0;0;0;0;0;1.36;0;50.9;0.45;0;0;0.91;2.73;2.73;0;0;0;0;0;0;0;0;0;0;0;0;1.36;0.91;0.45;0.45;0.45;0;1.36;0;1.36;0;0;0;0;0;0;0;0.45;0.45;0;0.91;2.27;0.91;0;71.8;1.36;15.5;32.3;24.5;0.91;71.8;0.45;1.36;33.3;0;0;0;0;0;0;0;0;2.27;1.36;54.5;6.36;0;0;0;0;0;0;0.45;0.45;1.82;0.91;0;0;0;6.36;0.45;0.45;50
