Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
1721;Ricardo Pepi;USA;FW;Augsburg;Bundesliga;19;2003;4;1;95;1.1;0;0.91;0;0;0;0;14.6;0;0;0;16.4;24.5;66.7;202.7;6.36;9.09;13.6;66.7;5.45;6.36;85.7;0;0;0;0;1.82;0;0;0;0;24.5;22.7;1.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.4;0;0;0;0.91;1.82;1.82;0;0;0;0;0;0;0;0;0;0;0;0;0.91;0.91;0.91;0;0;0.91;0.91;100;0;0;0;0;0;0;0;0;0.91;0;0.91;0;0.91;0.91;0;34.5;0.91;5.45;18.2;11.8;1.82;34.5;2.73;4.55;60;0;0;0;0;0;0;0;0;3.64;0;19.1;2.73;0;0;0;0;0;0;0;0;0;0.91;0;0;0;4.55;2.73;7.27;27.3
1722;Pepín;EQG;MF;Monza;Serie A;26;1996;4;2;171;1.9;0;1.05;0;0;0;0;16.8;0;0;0;46.8;57.4;81.7;740.5;173.2;25.8;30.5;84.5;18.9;21.6;87.8;1.58;3.16;50;0;0.53;7.37;2.11;0;5.26;57.4;56.8;0.53;0;0;0;0;1.05;0;0;0;0;0;0;0;0;0;0;0.53;0;46.8;0;0;0;1.05;1.58;1.58;0;0;0;0;0;0;0;0;0;0;0;0;1.58;0.53;0.53;0;1.05;0.53;1.58;33.3;1.05;0;0;0;0;0;0;0;1.05;0;1.05;1.58;3.16;0.53;0;68.9;0.53;6.32;40.5;23.2;2.63;68.9;1.05;3.16;33.3;0;0;0;0;0;0;0;0;1.58;1.05;58.9;5.26;0;0;1.05;0;0;3.16;0.53;0;1.05;0.53;0;0;0;2.11;0;0;0
1723;Alberto Perea;ESP;MF;Cádiz;La Liga;31;1990;1;1;45;0.5;0;0;0;0;0;0;0;0;0;0;20;24;83.3;228;60;12;14;85.7;6;6;100;0;2;0;0;0;0;0;0;2;24;24;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;0;42;0;14;14;14;0;42;4;12;33.3;0;0;0;0;0;0;0;0;0;2;26;0;0;0;0;0;0;0;4;0;2;0;0;0;0;4;0;4;0
1724;Juan Perea;COL;FWDF;Stuttgart;Bundesliga;22;2000;8;0;111;1.2;0;0;0;0;0;0;0;0;0;0;14.2;19.2;73.9;194.2;67.5;10;10.8;92.3;2.5;4.17;60;0.83;1.67;50;0;0.83;2.5;0.83;0.83;2.5;19.2;17.5;1.67;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0;0;0.83;0;14.2;0;0;0;0;3.33;2.5;0;0;0;0.83;0;0;0;0;0;0;0;0;1.67;0.83;0;0;1.67;1.67;1.67;100;0;0;0;0;0;0;0;0;0;0;0;0.83;2.5;1.67;0;38.3;0.83;4.17;20;14.2;2.5;38.3;1.67;5;33.3;0;0;0;0;0;0;0;0;3.33;2.5;20.8;2.5;0;0;0;0;0;4.17;4.17;1.67;2.5;0.83;0;0;0;5;0.83;5;14.3
1725;Andreas Pereira;BRA;MF;Fulham;Premier League;26;1996;15;15;1240;13.8;0.14;1.3;0.51;38.9;0.06;0.14;24.3;4.30E-01;0.07;0.07;21.1;34.3;61.4;410.3;137;9.49;12.5;76.2;7.17;10.1;70.7;3.84;8.33E+00;46.1;0.29;2.54;2.61;0.8;0.29;2.03;34.3;2.62E+01;7.75;2.61;0;0;0.43;6.67;3.91;1.74;1.74;0;0;0;0;0;0;0;0;0;21.1;0.43;0;0;1.88;3.91;1.67;1.81;0;0.22;0.22;0;0.36;0.07;0.29;0;0;0;0;0.72;0.36;7.00E-02;0.29;0.36;0.36;0.8;45.5;0.43;0;0;0;0;0;0;0;0.94;0.14;0.8;0.29;1.01;0.22;0;43;0.58;3.77;19.9;19.9;1.67;4.30E+01;0.43;1.81;24;0;0;0;0;0;0;0;0;2.17;1.52;26.6;3.19;0;0.00E+00;0.22;0;0;1.23;1.16;0.14;6.67;0.36;0;0.07;0;4.28;0.36;0.87;29.4
1726;Brayann Pereira;FRA;DF;Auxerre;Ligue 1;19;2003;2;2;180;2;0;0;0;0;0;0;0;0;0;0;28;39.5;70.9;406;141;16;19;84.2;10.5;16;65.6;1.5;3;50;0;0;0.5;0;0;1.5;39.5;31.5;7.5;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;7.5;0;28;0.5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2.5;2.5;0.5;0;0.5;2.5;20;2;0;0;0;0;0;0;0;1;1;0;1;4;4;0.5;55.5;5;20;19.5;17;0.5;55.5;3;6.5;46.2;0;0;0;0;0;0;0;0;3;0;32.5;0.5;0;0;0;0;0;0.5;2;0;4.5;2.5;0;0;0;4.5;1.5;0;100
1727;Danilo Pereira;POR;DFMF;Paris S-G;Ligue 1;31;1991;11;8;689;7.7;0.13;1.04;0.26;25;0.13;0.5;10.4;0;0;0;62.2;66.5;93.6;1015.3;363.5;29.9;30.9;96.6;25.5;27.5;92.5;4.94;5.84;84.4;0;0.13;7.01;0.39;0;4.29;66.5;62.7;3.77;1.04;0;0;0.26;0;0;0;0;0;0;0;0;0;0;0;1.17;0;62.2;0;0;0;0.52;0.91;0.65;0;0;0.26;0;0;0;0;0;0;0;0;0;1.04;0.52;0.52;0.26;0.26;0.78;1.04;75;0.26;0;0;0;0;0;0;0;1.04;0.78;0.26;0.91;1.95;2.08;0;73.9;8.44;23.4;45.8;5.19;1.3;73.9;0.13;0.26;50;0;0;0;0;0;0;0;0;0.52;0.78;52.5;0.39;0;0;0.13;0;0;0.39;0;0.13;0;0.52;0;0;0;8.05;1.69;1.17;59.1
1728;Mathias Pereira Lage;POR;MFFW;Brest;Ligue 1;25;1996;15;12;942;10.5;0;1.52;0.57;37.5;0;0;19.1;0;0;0;19.6;28.9;68;315.2;95.3;10.1;12.7;79.7;6.19;9.14;67.7;2.19;4.29;51.1;0.1;0.86;2.29;0.19;0.1;1.43;28.9;27.5;1.14;0.38;0;0;0.57;2.1;0.38;0.38;0;0;0;0;0;0;0;0;0.29;0;19.6;0.19;0;0;0.95;2;1.33;0.1;0.19;0.1;0.29;0;0.19;0.1;0;0;0;0.1;0;1.14;0.48;0.38;0.76;0;0.67;2.1;31.8;1.43;0;0;0;0;0;0;0;0.48;0.1;0.38;1.24;2.38;1.05;0;40.3;1.24;6.48;20;14.7;3.24;40.3;0.67;1.71;38.9;0;0;0;0;0;0;0;0;2;1.43;27;6.38;0;0;0.1;0;0;1.62;2;0.1;2.1;0.48;0.1;0;0;5.33;1.52;1.81;45.7
1729;Roberto Pereyra;ARG;DFMF;Udinese;Serie A;31;1991;15;15;1289;14.3;0.07;1.19;0.42;35.3;0.06;0.17;16.3;0.07;0;0;34.5;42.8;80.6;528;184.4;18.8;20.5;91.8;11.3;14.1;79.7;2.59;3.78;68.5;0.35;1.54;3.15;1.96;0.28;4.34;42.8;38.9;3.78;1.19;0.07;0;0.42;2.17;0.14;0.07;0;0;0;0;0;0;0;0;2.45;0;34.5;0.14;0;0;1.4;3.22;2.87;0;0.07;0.21;0.07;0;0.49;0.49;0;0;0;0;0;1.33;1.05;0.77;0.42;0.14;0.56;1.4;40;0.84;0;0;0;0;0;0;0;0.91;0.14;0.77;0.84;2.17;0.77;0;52.2;1.61;11;20.8;21.7;4.2;52.2;0.98;3.22;30.4;0;0;0;0;0;0;0;0;1.26;0.98;35.2;3.64;0;0;0.28;0;0;0.84;1.12;0.14;2.17;1.05;0;0;0;5.59;0.14;0.21;40
1730;Ayoze Pérez;ESP;MF;Leicester City;Premier League;29;1993;5;1;148;1.6;0;1.88;0;0;0;0;13.8;0;0;0;30.6;40.6;75.4;413.1;138.1;21.9;25.6;85.4;6.25;8.13;76.9;1.25;2.5;50;0.63;3.75;4.38;1.88;0;4.38;40.6;40;0.63;0;1.25;0;0;2.5;0.63;0.63;0;0;0;0;0;0;0;0;0;0;30.6;0;0;0;1.88;3.75;3.13;0;0;0;0.63;0;1.25;0.63;0;0;0;0.63;0;3.13;2.5;1.88;0.63;0.63;1.25;2.5;50;1.25;0;0;0;0;0;0;0;1.25;0;1.25;0;3.13;1.25;0;58.1;1.25;8.13;25.6;25;4.38;58.1;1.25;5;25;0;0;0;0;0;0;0;0;2.5;4.38;41.3;10.6;0;0;0;0;0;1.88;3.75;0;2.5;2.5;0;0;0;7.5;0;1.25;0
1731;Carles Pérez;ESP;FWMF;Celta Vigo;La Liga;24;1998;14;7;599;6.7;0;1.94;0.45;23.1;0;0;20.3;0;0;0;22.2;25.7;86.6;315.2;42.7;12.8;14.2;90.5;6.87;7.46;92;1.19;1.94;61.5;0.3;1.04;1.04;0.15;0;0.75;25.7;25.2;0.45;0;0;0;0.15;0.9;0.3;0.3;0;0;0;0;0;0;0;0;0;0;22.2;0;0;0;0.3;2.24;1.64;0;0.15;0.3;0.15;0;0.45;0.45;0;0;0;0;0;1.94;1.19;0.6;0.9;0.45;0.9;1.79;50;0.9;0;0;0;0;0;0;0;1.49;0.3;1.19;0.15;2.09;0.6;0;39;0.75;4.03;14;21.3;2.69;39;0.75;2.54;29.4;0;0;0;0;0;0;0;0;3.13;1.64;28.1;4.03;0;0;0.15;0;0;1.64;1.49;0.45;0.9;1.19;0;0;0;3.28;0.3;2.69;10
1732;Francisco Perez;ESP;FWDF;Valencia;La Liga;20;2002;2;0;21;0.2;0;0;0;0;0;0;0;0;0;0;60;70;85.7;970;60;20;25;80;40;45;88.9;0;0;0;0;0;0;0;0;0;70;65;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;5;40;40;0;80;10;10;100;0;0;0;0;0;0;0;0;0;10;75;10;0;0;5;0;0;10;5;5;5;0;0;0;0;10;0;0;0
1733;Kike Pérez;ESP;MF;Valladolid;La Liga;25;1997;13;11;966;10.7;0;1.59;0.56;35.3;0;0;24.2;0.09;0;0;38.8;50.8;76.3;707.7;182.9;17.9;21;85.3;14.3;17.6;81.4;5.51;8.69;63.4;0.09;0.93;3.93;0.75;0.19;3.08;50.8;45.6;4.77;2.52;0.19;0;1.21;2.99;1.03;0.56;0.37;0;0;0;0;0;0;0;1.12;0;38.8;0.47;0;0;1.5;2.71;2.24;0.09;0;0.28;0.09;0;0.19;0.09;0;0;0;0.09;0;2.15;0.65;1.12;0.84;0.19;0.65;2.24;29.2;1.59;0;0;0;0;0;0;0;0.84;0.19;0.65;0.75;2.9;0.93;0;61.6;2.43;14.9;31.3;16.9;1.4;61.6;1.21;2.9;41.9;0;0;0;0;0;0;0;0;1.21;1.31;41.4;1.59;0;0;0.19;0;0;1.78;2.52;0.28;2.99;0.65;0;0;0;6.17;1.21;0.84;59.1
1734;Lucas Pérez;ESP;FW;Cádiz;La Liga;34;1988;13;5;593;6.6;0.3;2.27;0.76;33.3;0.13;0.4;19.1;0.61;0;0;24.1;33.8;71.3;381.4;92.4;13.5;15;89.9;6.82;8.64;78.9;2.58;7.27;35.4;0;0.45;1.97;1.06;0.45;1.36;33.8;26.1;7.27;1.52;0;0;0.3;5.91;3.48;2.27;0.91;0;0;0;0;0;0;0;0;0;24.1;0.45;0;0;0.61;2.12;1.52;0.15;0.15;0.15;0;0.15;0;0;0;0;0;0;0;0.45;0.3;0.3;0.15;0;0.15;0.45;33.3;0.3;0;0;0;0;0;0;0;0.3;0;0.3;0.15;0.61;0.45;0;40.8;0.3;3.48;18.2;19.2;1.97;40.8;0.45;1.36;33.3;0;0;0;0;0;0;0;0;1.67;0.91;25.9;2.58;0;0;0.45;0;0;0.76;0.61;0.91;5.91;0.3;0;0;0;3.18;0.3;1.21;20
1735;Luis Pérez;ESP;DF;Valladolid;La Liga;27;1995;5;5;387;4.3;0;0;0;0;0;0;0;0;0;0;30.5;39.1;78;419.8;148.4;18.8;20.5;92;9.07;11.4;79.6;1.16;2.79;41.7;0;0.7;1.4;0.7;0.7;1.16;39.1;31.2;7.44;0.23;0.23;0;0;2.33;0;0;0;0;0;0;0;0;0;0;7.21;0;30.5;0.47;0;0;1.63;1.4;1.4;0;0;0;0;0;0;0;0;0;0;0;0;3.49;1.86;1.86;0.93;0.7;1.86;2.56;72.7;0.7;0;0;0;0;0;0;0;1.16;0.7;0.47;1.16;4.65;1.63;0;47.9;2.33;17.2;18.6;12.8;0.23;47.9;0.23;1.16;20;0;0;0;0;0;0;0;0;0.7;0.47;25.3;1.16;0;0;0.23;0;0;0.93;0.7;0;2.33;1.86;0;0;0;2.79;0;1.63;0
1736;Nehuén Pérez;ARG;DF;Udinese;Serie A;22;2000;13;13;1056;11.7;0.09;0.51;0.26;50;0.17;0.33;17.6;0;0;0;54.4;64.6;84.1;1053.1;398.3;20.7;22.5;92;24.5;27.4;89.7;7.69;12.3;62.5;0;0.26;4.36;0.34;0.17;2.74;64.6;58.7;5.81;1.71;0;0;1.97;0.77;0;0;0;0;0;0;0;0;0;0;4.1;0;54.4;0.09;0;0;0.68;1.11;0.94;0.09;0;0;0;0.09;0.09;0.09;0;0;0;0;0;2.22;1.2;1.62;0.51;0.09;1.2;1.45;82.4;0.26;0;0;0;0;0;0;0;1.11;0.6;0.51;0.85;3.08;3.85;0.09;74.8;6.24;33.9;33.5;7.78;0.77;74.8;0.17;0.43;40;0;0;0;0;0;0;0;0;0.34;0.6;49.2;0.85;0;0;0.26;0.09;0;0.68;0.09;0;0.77;1.2;0;0;0;5.13;1.11;0.6;65
1737;Mattia Perin;ITA;GK;Juventus;Serie A;30;1992;7;6;588;6.5;0;0;0;0;0;0;0;0;0;0;28.5;36.8;77.4;679.7;438.2;6.77;6.92;97.8;15.8;15.8;100;5.85;14;41.8;0;0;0.92;0;0;0.15;36.8;28.2;8.62;2.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.2;34.8;37.7;0.46;0;0;38.2;0;0;0;0;0;0;0;0;0;0;0;0;0;19.7;0;0;0;0;0;0;0;0.15;0;0;0;0;0;0;1.85;0;0;0
1738;Ivan Periši?;CRO;DFMF;Tottenham;Premier League;33;1989;15;9;833;9.3;0;1.08;0.22;20;0;0;12.6;0;0;0;32.5;48.6;66.8;590.1;179.2;15.1;18.8;80;11.2;16.5;68;5.38;9.68;55.6;0.43;2.58;1.51;2.04;1.51;2.26;48.6;38.9;9.46;0.65;0;0;0.54;9.03;3.33;3.12;0;0;0;0;0;0;0;0;5.48;0;32.5;0.22;0;0;2.04;3.44;2.26;1.18;0;0;0;0;0.43;0.11;0.32;0;0;0;0;1.72;1.08;0.86;0.32;0.54;0.97;1.83;52.9;0.86;0;0;0;0;0;0;0;1.18;0.11;1.08;0.97;2.69;1.08;0.11;57.5;1.83;12;18.8;27.2;4.19;57.5;0.75;2.26;33.3;0;0;0;0;0;0;0;0;1.61;0.97;31.6;3.66;0;0;0.22;0;0;1.18;0;0.32;9.03;1.08;0;0;0;5.05;0.86;1.51;36.4
1739;Romain Perraud;FRA;DF;Southampton;Premier League;25;1997;13;10;851;9.5;0.21;2.11;0.32;15;0.1;0.67;22.3;0;0;0;29.8;42;70.9;428.6;166.7;17.5;20.9;83.4;10.1;13.3;76.2;1.37;3.79;36.1;0.21;1.16;2.42;0.74;0.32;2;42;35.4;6.21;0.42;0.11;0;0;3.89;0;0;0;0;0;0;0;0;0;0;5.79;0;29.8;0.42;0;0;1.68;2.74;1.68;0;0.42;0.42;0.11;0.11;0.53;0.32;0;0.11;0;0.11;0;2.63;1.47;0.95;1.26;0.42;1.37;1.89;72.2;0.53;0;0;0;0;0;0;0;0.74;0.21;0.53;1.47;4.11;1.68;0;55.6;2;16.4;18.9;20.9;2.42;55.6;0.53;2.32;22.7;0;0;0;0;0;0;0;0;1.58;0.32;30.7;2.42;0;0;0.11;0;0;1.05;0.84;0.32;3.89;1.47;0;0;0;3.89;0.42;1.16;26.7
1740;Gaëtan Perrin;FRA;MFFW;Auxerre;Ligue 1;26;1996;15;3;440;4.9;0.41;1.63;1.22;75;0.25;0.33;19.2;0;0;0;23.9;31.6;75.5;394.7;87.1;11;12.9;85.7;9.59;12.9;74.6;2.04;3.06;66.7;0.2;0.82;1.63;1.22;0;2.24;31.6;31;0.41;0;0.41;0;1.02;0.61;0;0;0;0;0;0;0;0;0;0;0.41;0;23.9;0.2;0;0;1.02;1.63;1.43;0;0.2;0;0;0;0.2;0.2;0;0;0;0;0;1.02;0.2;0;0.61;0.41;0.61;2.24;27.3;1.63;0;0;0;0;0;0;0;0.61;0;0.61;0.61;1.63;1.02;0;42.9;1.22;7.14;20;16.7;2.24;42.9;3.88;5.92;65.5;0;0;0;0;0;0;0;0;2.65;1.22;32.7;5.51;0;0;0.2;0;0;1.02;1.02;0.41;0.61;0.2;0;0;0;4.69;1.43;1.43;50
1741;Lucas Perrin;FRA;DF;Strasbourg;Ligue 1;24;1998;9;5;553;6.1;0;0.16;0.16;100;0;0;5.8;0;0;0;39;47;82.9;789.3;294.9;12.6;13.6;92.8;20.3;23.6;86.1;5.41;8.2;66;0;0.33;3.61;0.49;0.16;2.46;47;44.3;2.62;1.8;0;0;0.66;0.82;0;0;0;0;0;0;0;0;0;0;0.66;0;39;0.16;0;0;0.82;0.98;0.82;0;0;0.16;0;0;0;0;0;0;0;0;0;1.64;1.15;0.82;0.66;0.16;0.82;2.3;35.7;1.48;0;0;0;0;0;0;0;0.49;0.33;0.16;1.8;3.44;3.11;0;55.1;6.07;24.6;25.9;4.75;1.15;55.1;0.16;0.33;50;0;0;0;0;0;0;0;0;0.16;0.16;35.2;0.98;0;0;0;0;0;0.49;0.66;0;0.82;1.15;0;0;0;5.08;1.8;0.82;68.8
1742;Matteo Pessina;ITA;MF;Monza;Serie A;25;1997;13;12;994;11;0.18;1;0.36;36.4;0.09;0.25;17.8;0.00E+00;0.09;0.09;46.2;54;85.5;735.8;205;24.3;26.8;90.5;17.4;19;91.4;3.27;4.73E+00;69.2;0.09;1;4.91;1.36;0;4;54;5.08E+01;2.82;1.18;0.09;0;0.09;2.18;1.36;0;1.09;0;0;0;0;0;0;0;0.27;0;46.2;0.36;0;0;1.09;2.55;2.18;0.09;0;0;0.27;0;0.27;0.18;0;0;0;0.09;0;0.82;0.45;2.70E-01;0.45;0.09;0.27;1;27.3;0.73;0;0;0;0;0;0;0;1.64;0;1.64;1.09;1.91;0.64;0.09;63.5;1.91;10.2;33.2;20.7;2.36;6.34E+01;0.73;1.45;50;0;0;0;0;0;0;0;0;2.09;1.73;48.1;4.18;0;0.00E+00;0.18;0;0;1.27;1.91;0.09;2.18;0.45;0;0;0;5.27;1.27;1;56
1743;Andrea Petagna;ITA;FW;Monza;Serie A;27;1995;10;6;529;5.9;0.17;1.19;0.34;28.6;0;0;16.2;0;0.17;0.17;15.8;21.7;72.7;241.2;28.5;10.2;12.4;82.2;3.9;6.44;60.5;1.02;1.19;85.7;0.17;1.02;1.19;0.17;0;0.68;21.7;18.6;2.88;0;0;0;0.51;0.17;0;0;0;0;0;0;0;0;0;0;0;0;15.8;0.17;0;0;0.68;1.53;1.19;0;0;0.34;0;0;0.17;0.17;0;0;0;0;0;0.51;0.51;0.34;0;0.17;0.34;0.34;100;0;0;0;0;0;0;0;0;0.34;0.34;0;0.34;0.85;1.02;0;31.5;1.19;2.88;15.8;13.2;4.41;31.4;0.68;1.69;40;0;0;0;0;0;0;0;0;3.22;2.2;24.1;4.92;0;0;0;0;0;1.53;1.19;0.68;0.17;0.51;0;0;0;2.03;0.85;1.02;45.5
1744;Nils Petersen;GER;FW;Freiburg;Bundesliga;33;1988;12;0;162;1.8;0;2.22;0;0;0;0;22.3;0;0;0;10;18.9;52.9;118.3;13.3;6.11;9.44;64.7;1.67;5.56;30;1.11;1.67;66.7;0;0.56;0;0.56;0;0.56;18.9;18.3;0.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0.56;1.11;1.11;0;0;0;0;0;0;0;0;0;0;0;0;2.22;1.67;0;0.56;1.67;0.56;1.11;50;0.56;0;0;0;0;0;0;0;3.89;1.11;2.78;0.56;2.78;3.33;0;38.9;4.44;6.11;11.7;21.1;5;38.9;0;1.11;0;0;0;0;0;0;0;0;0;5;1.11;23.9;2.78;0;0;0;0;0;1.11;0;0.56;0;1.67;0;0;0;1.11;2.22;5.56;28.6
1745;Lukas Petkov;GER;MFFW;Augsburg;Bundesliga;22;2000;7;0;146;1.6;0;1.25;0;0;0;0;29.6;0;0;0;11.3;21.3;52.9;184.4;59.4;5.63;10;56.3;3.13;5.63;55.6;1.88;3.75;50;0;0;1.88;0;0;1.25;21.3;20;1.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.63;0;11.3;0;0;0;1.25;1.88;1.88;0;0;0;0;0;0;0;0;0;0;0;0;3.13;0.63;2.5;0.63;0;1.25;1.88;66.7;0.63;0;0;0;0;0;0;0;2.5;0.63;1.88;0.63;3.75;0;0;38.1;1.88;10;16.9;11.3;4.38;38.1;0.63;2.5;25;0;0;0;0;0;0;0;0;3.75;1.88;16.3;1.25;0;0;0.63;0;0;2.5;0.63;0;0;0.63;0;0;0;3.75;3.13;9.38;25
1746;Germán Pezzella;ARG;DF;Betis;La Liga;31;1991;12;10;911;10.1;0;0.5;0;0;0;0;11;0;0;0;44.2;50.2;88;835.9;314.6;15.4;16;96.3;24.3;25.7;94.2;4.16;7.52;55.3;0;0.1;1.68;0.1;0;1.39;50.2;48.4;1.68;1.68;0.1;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;44.2;0.1;0;0;0.3;0.3;0.2;0;0;0;0;0.1;0;0;0;0;0;0;0;1.68;1.09;1.29;0.4;0;0.99;1.19;83.3;0.2;0;0;0;0;0;0;0;1.19;0.5;0.69;2.18;3.86;3.96;0.1;60.2;6.53;33.4;26;1.29;0.89;60.2;0;0.1;0;0;0;0;0;0;0;0;0;0.59;0.1;41.2;0.1;0;0;0.2;0.2;0;0.69;0.69;0;0.2;1.09;0;0;0;3.86;1.58;0.69;69.6
1747;Giuseppe Pezzella;ITA;DF;Lecce;Serie A;24;1997;6;5;434;4.8;0;0;0;0;0;0;0;0;0;0;41;51.5;79.8;689.8;282.7;20.2;22.7;89;16.9;21;80.2;3.54;6.04;58.6;0;0.42;4.17;0.63;0.21;4.58;51.5;39;12.3;1.67;0;0;0.63;2.08;0.21;0;0.21;0;0;0;0;0;0;0;10.4;0;41;0.21;0;0;1.25;1.46;1.46;0;0;0;0;0;0.21;0.21;0;0;0;0;0;2.08;1.04;1.67;0;0.42;1.25;2.29;54.5;1.04;0;0;0;0;0;0;0;1.04;0.42;0.63;1.04;3.13;3.33;0.21;62.5;4.58;24.6;24.4;14;0.63;62.5;0.42;1.88;22.2;0;0;0;0;0;0;0;0;1.25;0.63;31.7;1.67;0;0;0.21;0;0;1.25;1.04;0.21;2.08;1.04;0;0;0;4.58;0.83;0.42;66.7
1748;Luca Pfeiffer;GER;FW;Stuttgart;Bundesliga;26;1996;11;4;407;4.5;0;2;0.22;11.1;0;0;15.9;0;0;0;16.2;26.4;61.3;249.3;74.7;9.11;12.9;70.7;4.89;8;61.1;1.33;2.44;54.5;0;1.78;0.89;0.67;0.22;2;26.4;24.4;1.78;0;0;0;0.89;0.22;0;0;0;0;0;0;0;0;0;0;0;0;16.2;0.22;0;0;0.44;2.44;2.22;0;0;0.22;0;0;0;0;0;0;0;0;0;0.22;0.22;0.22;0;0;0;0.22;0;0.22;0;0;0;0;0;0;0;0.22;0;0.22;0.22;0.44;0.67;0;34.7;0.67;2;20.7;12.2;4.67;34.7;0.22;0.67;33.3;0;0;0;0;0;0;0;0;2.22;0.67;26;4.67;0;0;0.22;0.22;0;2.22;1.11;0;0.22;0.22;0;0;0;2.44;4.67;4.22;52.5
1749;Maximilian Philipp;GER;FW;Wolfsburg;Bundesliga;28;1994;3;1;116;1.3;0;0.77;0.77;100;0;0;18.2;0;0;0;20.8;32.3;64.3;328.5;49.2;13.1;14.6;89.5;5.38;6.92;77.8;1.54;6.92;22.2;0;0.77;0.77;0.77;0;1.54;32.3;26.2;6.15;1.54;0;0;0;5.38;3.85;3.85;0;0;0;0;0;0;0;0;0.77;0;20.8;0;0;0;1.54;0.77;0.77;0;0;0;0;0;0;0;0;0;0;0;0;1.54;0.77;0.77;0.77;0;0.77;0.77;100;0;0;0;0;0;0;0;0;0.77;0;0.77;0;1.54;0;0;37.7;0;2.31;14.6;21.5;3.08;37.7;0;1.54;0;0;0;0;0;0;0;0;0;0.77;0.77;26.2;1.54;0;0;0;0;0;0;5.38;0.77;5.38;0.77;0;0;0;2.31;0.77;1.54;33.3
1750;Kalvin Phillips;ENG;MF;Manchester City;Premier League;26;1995;1;0;2;0;0;0;0;0;0;0;0;0;0;0;6;8;75;131;19;0;1;0;6;6;100;0;1;0;0;0;2;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;7;2;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
